Prep,Frame,H,M,Phase,Combo,Bout,Time,Class,Type,Moves,AComp,DComp
,,,,,,,,,,,,
925,4843,5,23,,H5M23,111,41.16246817,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4844,6,21,,H6M21,111,41.17096783,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4844,6,23,,H6M23,111,41.17096783,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4844,6,25,,H6M25,111,41.17096783,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,4844,5,22,,H5M22,111,41.17096783,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4845,5,24,,H5M24,111,41.1794675,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4846,4,21,,H4M21,111,41.18796717,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4847,4,21,,H4M21,111,41.19646683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4847,5,28,,H5M28,111,41.19646683,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,4848,4,8,,H4M8,111,41.2049665,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4849,4,22,,H4M22,111,41.21346617,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4850,6,2,,H6M2,111,41.22196583,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4850,5,25,,H5M25,111,41.22196583,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,4850,3,21,,H3M21,111,41.22196583,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4850,3,23,,H3M23,111,41.22196583,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4850,3,28,,H3M28,111,41.22196583,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4851,3,22,,H3M22,111,41.2304655,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4851,4,2,,H4M2,111,41.2304655,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4852,3,2,,H3M2,111,41.23896517,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4852,2,8,,H2M8,111,41.23896517,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4852,3,28,,H3M28,111,41.23896517,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4853,5,1,,H5M1,111,41.24746483,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4853,4,24,,H4M24,111,41.24746483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4853,2,21,,H2M21,111,41.24746483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4853,2,22,,H2M22,111,41.24746483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4853,2,23,,H2M23,111,41.24746483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4854,1,8,,H1M8,111,41.2559645,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4855,3,28,,H3M28,111,41.26446417,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4856,2,24,,H2M24,111,41.27296383,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4856,4,1,,H4M1,111,41.27296383,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4857,1,22,,H1M22,111,41.2814635,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4858,1,21,,H1M21,111,41.28996317,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4858,1,23,,H1M23,111,41.28996317,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4858,7,26,,H7M26,111,41.28996317,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4858,6,13,,H6M13,111,41.28996317,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4858,6,3,,H6M3,111,41.28996317,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4858,6,2,,H6M2,111,41.28996317,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4858,7,13,,H7M13,111,41.28996317,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4859,5,13,,H5M13,111,41.29846283,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4859,7,3,,H7M3,111,41.29846283,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4859,7,2,,H7M2,111,41.29846283,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4859,6,26,,H6M26,111,41.29846283,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4859,6,8,,H6M8,111,41.29846283,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4860,5,3,,H5M3,111,41.3069625,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4860,5,2,,H5M2,111,41.3069625,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4861,5,26,,H5M26,111,41.31546217,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4862,5,10,,H5M10,111,41.32396183,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4865,6,25,,H6M25,111,41.34946083,I,TR,Lift,P,V
,,,,,,,,,,,,
925,4865,5,8,,H5M8,111,41.34946083,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4869,5,23,,H5M23,111,41.3834595,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4870,5,24,,H5M24,111,41.39195917,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4870,4,8,,H4M8,111,41.39195917,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4870,5,28,,H5M28,111,41.39195917,I,VO,Lift,P,V
,,,,,,,,,,,,
925,4872,5,21,,H5M21,111,41.4089585,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4875,5,2,,H5M2,111,41.4344575,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4875,5,1,,H5M1,111,41.4344575,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4884,7,13,,H7M13,112,41.5109545,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4885,6,8,,H6M8,112,41.51945417,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4885,7,26,,H7M26,112,41.51945417,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4885,7,3,,H7M3,112,41.51945417,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4885,7,2,,H7M2,112,41.51945417,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4885,6,3,,H6M3,112,41.51945417,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4886,6,13,,H6M13,112,41.52795383,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4886,6,26,,H6M26,112,41.52795383,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4887,6,1,,H6M1,112,41.5364535,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4890,5,3,,H5M3,112,41.5619525,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4892,5,13,,H5M13,112,41.57895183,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4893,6,25,,H6M25,112,41.5874515,I,TR,Lift,P,V
,,,,,,,,,,,,
925,4894,5,8,,H5M8,112,41.59595117,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4894,6,21,,H6M21,112,41.59595117,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4894,6,23,,H6M23,112,41.59595117,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4896,6,2,,H6M2,112,41.6129505,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4896,5,2,,H5M2,112,41.6129505,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4896,5,23,,H5M23,112,41.6129505,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4897,5,26,,H5M26,112,41.62145017,I,VA,Dgap,P,V
,,,,,,,,,,,,
925,4897,5,22,,H5M22,112,41.62145017,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4897,5,24,,H5M24,112,41.62145017,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4897,4,8,,H4M8,112,41.62145017,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4899,5,25,,H5M25,112,41.6384495,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,4899,4,21,,H4M21,112,41.6384495,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4899,4,23,,H4M23,112,41.6384495,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4900,4,28,,H4M28,112,41.64694917,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4900,4,22,,H4M22,112,41.64694917,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4901,4,25,,H4M25,112,41.65544883,I,TR,Dgap,A,V
,,,,,,,,,,,,
925,4901,4,2,,H4M2,112,41.65544883,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4901,2,8,,H2M8,112,41.65544883,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4901,3,21,,H3M21,112,41.65544883,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,3,22,,H3M22,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,3,23,,H3M23,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,3,2,,H3M2,112,41.6639485,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4902,3,25,,H3M25,112,41.6639485,I,TR,Dgap,A,V
,,,,,,,,,,,,
925,4902,1,8,,H1M8,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,2,21,,H2M21,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,2,22,,H2M22,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,2,23,,H2M23,112,41.6639485,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4902,2,28,,H2M28,112,41.6639485,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4903,2,24,,H2M24,112,41.67244817,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4905,2,2,,H2M2,112,41.6894475,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4905,3,1,,H3M1,112,41.6894475,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4907,1,22,,H1M22,112,41.70644683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4907,1,23,,H1M23,112,41.70644683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4908,1,21,,H1M21,112,41.7149465,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4910,6,13,,H6M13,112,41.73194583,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4910,7,13,,H7M13,112,41.73194583,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4910,7,26,,H7M26,112,41.73194583,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4910,7,3,,H7M3,112,41.73194583,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4910,6,3,,H6M3,112,41.73194583,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4910,6,2,,H6M2,112,41.73194583,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4911,5,13,,H5M13,112,41.7404455,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4911,6,26,,H6M26,112,41.7404455,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4911,6,8,,H6M8,112,41.7404455,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4911,7,2,,H7M2,112,41.7404455,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4912,5,3,,H5M3,112,41.74894517,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4912,7,28,,H7M28,112,41.74894517,I,VO,Lift,P,V
,,,,,,,,,,,,
925,4912,6,1,,H6M1,112,41.74894517,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4912,7,25,,H7M25,112,41.74894517,I,TR,Lift,P,V
,,,,,,,,,,,,
925,4913,5,2,,H5M2,112,41.75744483,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4914,5,26,,H5M26,112,41.7659445,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4914,6,28,,H6M28,112,41.7659445,I,VO,Lift,P,V
,,,,,,,,,,,,
925,4914,5,10,,H5M10,112,41.7659445,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4918,5,1,,H5M1,112,41.79994317,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4920,5,8,,H5M8,112,41.8169425,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4920,6,23,,H6M23,112,41.8169425,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4924,1,2,,H1M2,112,41.85094117,II,DL,Lift,A,D
,,,,,,,,,,,,
925,4929,5,23,,H5M23,112,41.8934395,III,TR,NaN,P,TR
,,,,,,,,,,,,
925,4931,5,22,,H5M22,112,41.91043883,III,TR,NaN,P,TR
,,,,,,,,,,,,
925,4936,1,1,,H1M1,112,41.95293717,II,DL,NaN,A,D
,,,,,,,,,,,,
925,4938,4,21,,H4M21,112,41.9699365,III,TR,NaN,A,TR
,,,,,,,,,,,,
925,4941,1,8,,H1M8,112,41.9954355,III,TR,NaN,A,TR
,,,,,,,,,,,,
925,4941,3,21,,H3M21,112,41.9954355,III,TR,NaN,A,TR
,,,,,,,,,,,,
925,4947,7,13,,H7M13,113,42.0464335,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4948,7,26,,H7M26,113,42.05493317,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4948,7,28,,H7M28,113,42.05493317,I,VO,Lift,P,V
,,,,,,,,,,,,
925,4949,1,4,,H1M4,113,42.06343283,II,DL,Lift,A,D
,,,,,,,,,,,,
925,4950,7,8,,H7M8,113,42.0719325,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4950,7,3,,H7M3,113,42.0719325,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4951,6,8,,H6M8,113,42.08043217,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4951,1,23,,H1M23,113,42.08043217,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4951,1,3,,H1M3,113,42.08043217,II,DL,Lift,A,D
,,,,,,,,,,,,
925,4951,6,13,,H6M13,113,42.08043217,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4951,7,2,,H7M2,113,42.08043217,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4952,5,13,,H5M13,113,42.08893183,III,VL,Lift,P,V
,,,,,,,,,,,,
925,4952,6,2,,H6M2,113,42.08893183,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4952,6,3,,H6M3,113,42.08893183,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4952,1,22,,H1M22,113,42.08893183,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4952,1,28,,H1M28,113,42.08893183,I,VO,Lift,A,V
,,,,,,,,,,,,
925,4953,5,3,,H5M3,113,42.0974315,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4953,5,2,,H5M2,113,42.0974315,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4953,2,8,,H2M8,113,42.0974315,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4954,5,1,,H5M1,113,42.10593117,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4954,6,1,,H6M1,113,42.10593117,II,DL,Lift,P,D
,,,,,,,,,,,,
925,4954,2,21,,H2M21,113,42.10593117,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4954,2,22,,H2M22,113,42.10593117,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4954,2,23,,H2M23,113,42.10593117,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4954,3,21,,H3M21,113,42.10593117,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4955,2,24,,H2M24,113,42.11443083,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4955,3,23,,H3M23,113,42.11443083,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4955,4,21,,H4M21,113,42.11443083,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4955,6,26,,H6M26,113,42.11443083,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4956,3,22,,H3M22,113,42.1229305,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4959,5,26,,H5M26,113,42.1484295,I,VA,Lift,P,V
,,,,,,,,,,,,
925,4960,1,22,,H1M22,113,42.15692917,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4964,1,23,,H1M23,113,42.19092783,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4964,1,21,,H1M21,113,42.19092783,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,4968,5,23,,H5M23,113,42.2249265,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4968,5,8,,H5M8,113,42.2249265,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4968,5,24,,H5M24,113,42.2249265,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,4968,6,25,,H6M25,113,42.2249265,I,TR,Lift,P,V
,,,,,,,,,,,,
925,4969,4,8,,H4M8,113,42.23342617,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4969,5,21,,H5M21,113,42.23342617,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4973,4,21,,H4M21,113,42.26742483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4973,4,23,,H4M23,113,42.26742483,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4974,4,22,,H4M22,113,42.2759245,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4974,5,25,,H5M25,113,42.2759245,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,4974,5,28,,H5M28,113,42.2759245,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,4975,5,2,,H5M2,113,42.28442417,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4975,4,25,,H4M25,113,42.28442417,I,TR,Dgap,A,V
,,,,,,,,,,,,
925,4976,4,2,,H4M2,113,42.29292383,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4976,3,21,,H3M21,113,42.29292383,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4976,3,22,,H3M22,113,42.29292383,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4976,3,23,,H3M23,113,42.29292383,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4977,2,8,,H2M8,113,42.3014235,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4977,3,24,,H3M24,113,42.3014235,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4977,3,2,,H3M2,113,42.3014235,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4978,2,28,,H2M28,113,42.30992317,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,4978,1,8,,H1M8,113,42.30992317,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4978,2,21,,H2M21,113,42.30992317,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4978,2,22,,H2M22,113,42.30992317,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4978,2,23,,H2M23,113,42.30992317,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4979,2,24,,H2M24,113,42.31842283,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4979,3,26,,H3M26,113,42.31842283,I,VA,Dgap,A,V
,,,,,,,,,,,,
925,4984,1,22,,H1M22,113,42.36092117,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4984,1,23,,H1M23,113,42.36092117,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4987,7,26,,H7M26,113,42.38642017,I,VA,Dgap,P,V
,,,,,,,,,,,,
925,4987,6,13,,H6M13,113,42.38642017,III,VL,Dgap,P,V
,,,,,,,,,,,,
925,4987,7,3,,H7M3,113,42.38642017,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4987,7,13,,H7M13,113,42.38642017,III,VL,Dgap,P,V
,,,,,,,,,,,,
925,4988,6,8,,H6M8,113,42.39491983,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4988,1,21,,H1M21,113,42.39491983,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4988,6,3,,H6M3,113,42.39491983,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4988,1,4,,H1M4,113,42.39491983,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4989,7,28,,H7M28,113,42.4034195,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,4990,7,25,,H7M25,113,42.41191917,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,4992,6,2,,H6M2,113,42.4289185,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4993,5,13,,H5M13,113,42.43741817,III,VL,Dgap,P,V
,,,,,,,,,,,,
925,4995,5,3,,H5M3,113,42.4544175,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4995,5,2,,H5M2,113,42.4544175,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4996,6,21,,H6M21,113,42.46291717,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4996,6,23,,H6M23,113,42.46291717,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4996,5,8,,H5M8,113,42.46291717,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,4996,6,1,,H6M1,113,42.46291717,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4996,6,28,,H6M28,113,42.46291717,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,4996,5,26,,H5M26,113,42.46291717,I,VA,Dgap,P,V
,,,,,,,,,,,,
925,4997,5,1,,H5M1,113,42.47141683,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,4997,3,8,,H3M8,113,42.47141683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4997,3,21,,H3M21,113,42.47141683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4997,3,23,,H3M23,113,42.47141683,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,4997,6,26,,H6M26,113,42.47141683,I,VA,Dgap,P,V
,,,,,,,,,,,,
925,4997,4,1,,H4M1,113,42.47141683,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,4999,3,22,,H3M22,113,42.48841617,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5008,7,13,,H7M13,114,42.56491317,III,VL,NaN,P,V
,,,,,,,,,,,,
925,5009,7,28,,H7M28,114,42.57341283,I,VO,NaN,P,V
,,,,,,,,,,,,
925,5009,6,8,,H6M8,114,42.57341283,III,TR,NaN,P,TR
,,,,,,,,,,,,
925,5009,6,23,,H6M23,114,42.57341283,III,TR,NaN,P,TR
,,,,,,,,,,,,
925,5010,7,3,,H7M3,114,42.5819125,II,DL,NaN,P,D
,,,,,,,,,,,,
925,5010,7,2,,H7M2,114,42.5819125,II,DL,NaN,P,D
,,,,,,,,,,,,
925,5010,5,23,,H5M23,114,42.5819125,III,TR,NaN,P,TR
,,,,,,,,,,,,
925,5011,7,26,,H7M26,114,42.59041217,I,VA,NaN,P,V
,,,,,,,,,,,,
925,5011,7,25,,H7M25,114,42.59041217,I,TR,NaN,P,V
,,,,,,,,,,,,
925,5011,6,3,,H6M3,114,42.59041217,II,DL,NaN,P,D
,,,,,,,,,,,,
925,5020,6,2,,H6M2,115,42.66690917,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,5021,5,10,,H5M10,115,42.67540883,II,DL,Dgap,P,D
,,,,,,,,,,,,
925,5021,4,21,,H4M21,115,42.67540883,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5021,4,23,,H4M23,115,42.67540883,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5022,6,13,,H6M13,115,42.6839085,III,VL,Dgap,P,V
,,,,,,,,,,,,
925,5022,4,2,,H4M2,115,42.6839085,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,5022,5,28,,H5M28,115,42.6839085,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,5022,5,25,,H5M25,115,42.6839085,I,TR,Dgap,P,V
,,,,,,,,,,,,
925,5022,4,25,,H4M25,115,42.6839085,I,TR,Dgap,A,V
,,,,,,,,,,,,
925,5023,3,2,,H3M2,115,42.69240817,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,5023,2,8,,H2M8,115,42.69240817,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5023,3,21,,H3M21,115,42.69240817,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5023,3,22,,H3M22,115,42.69240817,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5023,3,23,,H3M23,115,42.69240817,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5023,3,28,,H3M28,115,42.69240817,I,VO,Dgap,A,V
,,,,,,,,,,,,
925,5024,4,26,,H4M26,115,42.70090783,I,VA,Dgap,A,V
,,,,,,,,,,,,
925,5024,3,26,,H3M26,115,42.70090783,I,VA,Dgap,A,V
,,,,,,,,,,,,
925,5024,2,21,,H2M21,115,42.70090783,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5024,2,22,,H2M22,115,42.70090783,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5024,3,24,,H3M24,115,42.70090783,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5024,1,8,,H1M8,115,42.70090783,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5025,3,25,,H3M25,115,42.7094075,I,TR,Dgap,A,V
,,,,,,,,,,,,
925,5025,4,1,,H4M1,115,42.7094075,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,5026,2,24,,H2M24,115,42.71790717,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5027,2,2,,H2M2,115,42.72640683,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,5027,3,1,,H3M1,115,42.72640683,II,DL,Dgap,A,D
,,,,,,,,,,,,
925,5029,7,13,,H7M13,115,42.74340617,III,VL,Lift,P,V
,,,,,,,,,,,,
925,5029,6,3,,H6M3,115,42.74340617,II,DL,Lift,P,D
,,,,,,,,,,,,
925,5029,6,2,,H6M2,115,42.74340617,II,DL,Lift,P,D
,,,,,,,,,,,,
925,5029,6,13,,H6M13,115,42.74340617,III,VL,Lift,P,V
,,,,,,,,,,,,
925,5029,5,13,,H5M13,115,42.74340617,III,VL,Lift,P,V
,,,,,,,,,,,,
925,5029,1,22,,H1M22,115,42.74340617,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,5029,1,23,,H1M23,115,42.74340617,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,5030,6,8,,H6M8,115,42.75190583,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,5030,5,3,,H5M3,115,42.75190583,II,DL,Lift,P,D
,,,,,,,,,,,,
925,5030,1,21,,H1M21,115,42.75190583,III,TR,Lift,A,TR
,,,,,,,,,,,,
925,5032,5,2,,H5M2,115,42.76890517,II,DL,Lift,P,D
,,,,,,,,,,,,
925,5032,6,25,,H6M25,115,42.76890517,I,TR,Lift,P,V
,,,,,,,,,,,,
925,5034,5,8,,H5M8,115,42.7859045,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,5035,5,23,,H5M23,115,42.79440417,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,5036,6,21,,H6M21,115,42.80290383,III,TR,Lift,P,TR
,,,,,,,,,,,,
925,5036,5,1,,H5M1,115,42.80290383,II,DL,Lift,P,D
,,,,,,,,,,,,
925,5036,2,1,,H2M1,115,42.80290383,II,DL,Lift,A,D
,,,,,,,,,,,,
925,5037,6,23,,H6M23,115,42.8114035,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,5037,5,24,,H5M24,115,42.8114035,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,5037,5,22,,H5M22,115,42.8114035,III,TR,Dgap,P,TR
,,,,,,,,,,,,
925,5037,4,8,,H4M8,115,42.8114035,III,TR,Dgap,A,TR
,,,,,,,,,,,,
925,5038,6,28,,H6M28,115,42.81990317,I,VO,Dgap,P,V
,,,,,,,,,,,,
925,5038,5,25,,H5M25,115,42.81990317,I,TR,Dgap,P,V
